"","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size == as.numeric(Mesh.Size)","Corrected","wind","CorrectedConcentration"
"5236",6170,29,10,2007,18.29,-58.23,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2646,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.71290791034698,0
"5237",6171,28,11,2008,18.31,-108.71,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2182,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.62642782926559,0
"5238",6172,3,11,2011,18.32,-152.22,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.76993817090988,0
"5239",6173,22,2,1995,18.32,-76.1,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.87317419052124,1012.90570683839
"5240",6174,2,11,1998,18.32,-59.67,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",6.19675600528717,4200.8959714497
"5241",6175,17,4,2008,18.33,-75.02,1200,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,1.38916666666667e-06,NA,NA,NA,NA,TRUE,"No",3.52015227079391,1390.96513763099
"5242",6176,20,4,2011,18.33,-74.9,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1623,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",3.59220731258392,0
"5243",6177,5,11,1999,18.33,-58.12,6299,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,3.52754405461184e-07,NA,NA,NA,NA,TRUE,"No",5.48039299249649,11290.0779308478
"5244",6178,11,12,2007,18.34,-82.47,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2131,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.64405745267868,0
"5245",6179,20,2,1987,18.34,-75.85,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.71463936567307,0
"5246",6180,3,4,2011,18.34,-64.22,2080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1923,NA,NA,9.24519230769231e-07,NA,NA,NA,NA,TRUE,"No",5.51725614070892,3744.33462732167
"5247",6181,1,5,2001,18.34,-64.09,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.01131594181061,1028.81510943555
"5248",6182,3,11,1998,18.34,-60.34,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,TRUE,"No",6.23484194278717,5273.1398952205
"5249",6183,24,2,1993,18.35,-76.23,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",5.75269860029221,1998.12003910485
"5250",6184,24,2,1993,18.35,-76.23,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",5.75269860029221,2997.18005865728
"5251",6185,6,3,1997,18.35,-75.3,3240,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,2.85802469135802e-07,NA,NA,NA,NA,TRUE,"No",3.77958345413208,3844.95285978805
"5252",6186,6,3,1997,18.35,-75.3,3597,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,1.54573255490687e-07,NA,NA,NA,NA,TRUE,"No",3.77958345413208,4268.60970267211
"5253",6187,6,3,1997,18.35,-75.3,5405,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,3.42275670675301e-08,NA,NA,NA,NA,TRUE,"No",3.77958345413208,6414.18833554149
"5254",6188,27,4,2012,18.35,-60.52,1802,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,NA,NA,6.15982241953385e-07,NA,NA,NA,NA,TRUE,"No",6.30663025379181,3547.0543292529
"5255",6189,12,5,2005,18.36,-156.98,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.57003569602966,0
"5256",6190,10,3,2012,18.37,-75.51,22709,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277,NA,NA,5.62332115020476e-08,NA,NA,NA,NA,TRUE,"No",5.22336727380753,39471.3844306123
"5257",6191,5,3,1997,18.37,-75.3,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",3.77958345413208,0
"5258",6192,28,4,2005,18.37,-64.13,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.70632445812225,0
"5259",6193,13,12,2010,18.38,-81.11,988,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3036,NA,NA,3.07287449392713e-06,NA,NA,NA,NA,TRUE,"No",7.05035018920898,2103.00934336155
"5260",6194,14,3,2012,18.38,-76.56,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.79807430505753,0
"5261",6195,23,2,1993,18.38,-76.15,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.75269860029221,999.060019552427
"5262",6196,9,4,2006,18.38,-76.12,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",4.53674638271332,1374.444253796
"5263",6197,23,12,1993,18.38,-75.45,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.22820299863815,0
"5264",6198,23,12,1993,18.38,-75.45,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.22820299863815,0
"5265",6199,17,4,2002,18.39,-81.18,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.18386512994766,0
"5266",6200,17,4,2002,18.39,-80.19,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2593,NA,NA,9.6037037037037e-07,NA,NA,NA,NA,TRUE,"No",6.03371864557266,5156.99190514275
"5267",6201,21,12,2011,18.39,-76.58,3175,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945,NA,NA,2.97637795275591e-07,NA,NA,NA,NA,TRUE,"No",6.53392565250397,6404.61227521447
"5268",6202,8,4,2006,18.4,-76.38,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.53674638271332,0
"5269",6203,15,11,2007,18.4,-64.15,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2079,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.59451323747635,0
"5270",6204,3,11,2011,18.41,-152.95,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.71110028028488,0
"5271",6205,20,4,2011,18.41,-75.96,580,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3451,NA,NA,5.95e-06,NA,NA,NA,NA,TRUE,"No",4.68498075008392,748.319446663095
"5272",6206,31,3,2012,18.42,-158.96,8345,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,2.44098262432594e-07,NA,NA,NA,NA,TRUE,"No",5.99143368005753,15863.5855146448
"5273",6207,9,5,2005,18.42,-64.35,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.68942046165466,0
"5274",6208,5,12,1997,18.42,-64.32,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.98203194141388,0
"5275",6209,5,12,1997,18.42,-64.32,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.98203194141388,0
"5276",6210,9,4,2006,18.43,-76.23,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.53674638271332,0
"5277",6211,24,12,1997,18.43,-74.55,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.06601631641388,0
"5278",6212,21,12,1992,18.43,-68.22,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.79940551519394,0
"5279",6213,27,4,2010,18.44,-76.94,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.00095349550247,0
"5280",6214,1,3,2000,18.44,-75.76,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",4.89172345399857,2840.49764412578
"5281",6215,15,11,2013,18.44333333,-127.025,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.28496688604355,0
"5282",6216,23,4,2009,18.45,-77.12,26667,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,1.12498593767578e-08,NA,NA,NA,NA,TRUE,"No",5.69279050827026,48997.4382172652
"5283",6217,26,4,2011,18.45,-76.98,4175,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677,NA,NA,4.01676646706587e-07,NA,NA,NA,NA,TRUE,"No",5.12589871883392,7171.22296965902
"5284",6218,25,4,2011,18.45,-76.88,2173,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,NA,NA,6.35066728025771e-07,NA,NA,NA,NA,TRUE,"No",5.12589871883392,3732.47126061534
"5285",6219,27,4,2010,18.45,-76.86,1284,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1558,NA,NA,1.21339563862928e-06,NA,NA,NA,NA,TRUE,"No",6.00095349550247,2443.45320230921
"5286",6220,28,12,1995,18.45,-76.83,21598,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,6.43115103250301e-08,NA,NA,NA,NA,TRUE,"No",5.44681680202484,38558.0542058062
"5287",6221,23,2,1993,18.45,-76.48,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.75269860029221,0
"5288",6222,23,2,1993,18.45,-76.48,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.75269860029221,999.060019552427
"5289",6223,7,3,2001,18.45,-76.28,466,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2144,NA,NA,4.60085836909871e-06,NA,NA,NA,NA,TRUE,"No",4.81856018304825,608.695298079677
"5290",6224,16,12,2001,18.45,-76.21,1473,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,1.38289205702648e-06,NA,NA,NA,NA,TRUE,"No",5.79398930072784,2738.14931829277
"5291",6225,17,5,2000,18.45,-67.76,1799,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,3.09060589216231e-07,NA,NA,NA,NA,TRUE,"No",5.55285656452179,3252.05150305737
"5292",6226,4,12,2003,18.46,-107.41,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.60546457767487,0
"5293",6227,26,4,2011,18.46,-77.13,1024,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,NA,NA,1.9072265625e-06,NA,NA,NA,NA,TRUE,"No",5.12589871883392,1758.88199303733
"5294",6228,22,4,2010,18.46,-75.77,4190,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626,NA,NA,6.2673031026253e-07,NA,NA,NA,NA,TRUE,"No",5.52561169862747,7550.08571918445
"5295",6229,26,4,2012,18.47,-159.72,8722,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,2.76083467094703e-07,NA,NA,NA,NA,TRUE,"No",5.97313416004181,16546.1892234195
"5296",6230,25,2,2001,18.47,-76.03,5400,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-07,NA,NA,NA,NA,TRUE,"No",5.20853459835052,9369.10087055318
"5297",6231,13,12,2000,18.47,-75.09,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",4.37418913841248,2030.85470417813
"5298",6232,13,12,2000,18.47,-75.09,6075,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,2.43950617283951e-07,NA,NA,NA,NA,TRUE,"No",4.37418913841248,7615.705140668
"5299",6233,20,12,1993,18.47,-67.82,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.27385729551315,0
"5300",6234,20,12,1993,18.47,-67.82,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.27385729551315,0
"5301",6235,5,12,2011,18.47,-66.13,36177,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1907,NA,NA,5.27130497277276e-08,NA,NA,NA,NA,TRUE,"No",6.08128893375397,69465.6431410828
"5302",6236,15,1,1991,18.47,-64.45,6479,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.85846581262541e-07,NA,NA,NA,NA,TRUE,"No",8.20590484142303,15417.0752296017
"5303",6237,30,3,2004,18.48,-157.1,4050,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,3.65925925925926e-07,NA,NA,NA,NA,TRUE,"No",5.91729038953781,7634.87002417331
"5304",6238,16,4,2002,18.48,-79.16,772,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,1.67875647668394e-06,NA,NA,NA,NA,TRUE,"No",6.00588661432266,1469.9297194801
"5305",6239,26,4,2011,18.48,-77.4,636,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,NA,NA,2.47169811320755e-06,NA,NA,NA,NA,TRUE,"No",5.34806668758392,1122.16311016175
"5306",6240,28,4,2010,18.48,-77.4,1147,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743,NA,NA,1.51961639058413e-06,NA,NA,NA,NA,TRUE,"No",5.96286755800247,2173.41953357202
"5307",6241,28,4,2010,18.48,-77.02,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.00095349550247,0
"5308",6242,18,12,2006,18.48,-75.82,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.39441609382629,0
"5309",6243,2,12,1993,18.48,-64.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.24114245176315,0
"5310",6244,2,12,1993,18.48,-64.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.24114245176315,0
"5311",6245,2,11,1994,18.48,-59.33,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.03257793188095,0
"5312",6246,30,3,2013,18.5,-158.5,3552,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.26795667409897,4409.23216990422
"5313",6247,10,12,2008,18.5,-79.88,496,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,4.06653225806452e-06,NA,NA,NA,NA,TRUE,"No",7.69540548324585,1125.12416684496
"5314",6248,6,3,2001,18.5,-75.95,7019,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.63855250035618e-07,NA,NA,NA,NA,TRUE,"No",4.81856018304825,9168.30965068938
"5315",6249,13,4,1996,18.5,-74.83,14039,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.31918227794002e-07,NA,NA,NA,NA,TRUE,"No",4.39405786991119,17631.914869314
"5316",6250,5,12,1995,18.5,-64.52,675,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,2.19555555555556e-06,NA,NA,NA,NA,TRUE,"No",6.02420938014984,1287.87719248696
"5317",6251,5,11,1997,18.5,-60.73,565,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770,NA,NA,3.13274336283186e-06,NA,NA,NA,NA,TRUE,"No",6.49227917194366,1134.660473025
"5318",6252,21,12,2011,18.52,-76.66,1184,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1689,NA,NA,1.42652027027027e-06,NA,NA,NA,NA,TRUE,"No",6.92772448062897,2488.83597610271
"5319",6253,4,11,1996,18.52,-60.49,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.11008334159851,0
"5320",6254,4,11,1996,18.52,-60.49,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.11008334159851,0
"5321",6255,2,11,2004,18.52,-59.56,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.23414599895477,0
"5322",6256,11,5,2011,18.53,-159.46,4522,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1769,NA,NA,3.91198584697037e-07,NA,NA,NA,NA,TRUE,"No",5.75384157896042,8367.30148769604
"5323",6257,15,4,2004,18.53,-80.8,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.56500047445297,0
"5324",6258,5,12,2011,18.53,-66.11,6347,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945,NA,NA,1.48889239010556e-07,NA,NA,NA,NA,TRUE,"No",6.08128893375397,12187.2581202547
"5325",6259,1,12,1992,18.53,-64.4,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.23861449956894,0
"5326",6260,1,11,1992,18.53,-59.6,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.92287063598633,0
"5327",6261,1,11,1992,18.53,-59.6,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",6.92287063598633,2269.09009104965
"5328",6262,18,4,2002,18.54,-170.6,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",6.26369911432266,2115.93268630733
"5329",6263,22,4,2009,18.54,-76.61,2032,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,NA,NA,9.68503937007874e-07,NA,NA,NA,NA,TRUE,"No",5.69279050827026,3733.55812267908
