"","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size == as.numeric(Mesh.Size)","Corrected","wind","CorrectedConcentration"
"11248",12182,27,6,2003,41.39,-70.92,1350,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,1.09777777777778e-06,NA,NA,NA,NA,TRUE,"No",5.2331235408783,2349.25779545121
"11249",12183,25,8,2012,41.39,-70.8,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.91034299135208,0
"11250",12184,3,6,2001,41.39,-64.07,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.32069700956345,0
"11251",12185,3,6,2001,41.39,-64.07,771,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,1.68093385214008e-06,NA,NA,NA,NA,TRUE,"No",5.32069700956345,1355.90798459321
"11252",12186,14,6,2005,41.4,-71.23,501,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,3.98403193612774e-06,NA,NA,NA,NA,TRUE,"No",5.28525680303574,877.334572133441
"11253",12187,15,10,1993,41.4,-70.85,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.6884583234787,0
"11254",12188,15,7,2013,41.41,-148.33,21930,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.04375338554382,37290.5507721836
"11255",12189,23,7,2008,41.41,-71.18,2880,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,4.82291666666667e-07,NA,NA,NA,NA,TRUE,"No",4.85407799482346,3774.22608597813
"11256",12190,31,7,2005,41.41,-71.16,22259,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438,NA,NA,6.46030818994564e-08,NA,NA,NA,NA,TRUE,"No",5.04172796010971,37840.5517498583
"11257",12191,9,8,1995,41.41,-70.88,3240,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA,TRUE,"No",6.01348340511322,6174.39001706394
"11258",12192,15,8,1998,41.42,-70.77,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.85138726234436,0
"11259",12193,7,7,1995,41.42,-70.72,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.46762406826019,0
"11260",12194,26,6,1997,41.43,-69.2,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.50165003538132,0
"11261",12195,20,7,2000,41.43,-66.22,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",5.46030783653259,2896.74243409727
"11262",12196,20,7,2005,41.44,-145.32,22138,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.36570602583793e-08,NA,NA,NA,NA,TRUE,"No",5.58957952260971,40191.1263892219
"11263",12197,8,7,1999,41.44,-65.75,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,5.48888888888889e-07,NA,NA,NA,NA,TRUE,"No",5.92245072126389,5092.8838202721
"11264",12198,7,8,1994,41.45,-70.77,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.06687259674072,1035.22298202561
"11265",12199,7,8,1994,41.45,-70.77,1906,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,NA,NA,8.25813221406086e-07,NA,NA,NA,NA,TRUE,"No",6.06687259674072,3653.95371063112
"11266",12200,15,8,1998,41.45,-70.73,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.85138726234436,0
"11267",12201,10,7,2008,41.45,-69.13,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.41535729169846,0
"11268",12202,11,9,2000,41.45,-68.67,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.28172194957733,0
"11269",12203,23,6,1997,41.45,-67.83,491,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,4.14867617107943e-06,NA,NA,NA,NA,TRUE,"No",6.55096644163132,992.244709340723
"11270",12204,14,6,1987,41.45,-65.98,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.75681686401367,0
"11271",12205,14,6,1987,41.45,-65.98,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",6.75681686401367,2230.40023424266
"11272",12206,23,6,2007,41.46,-70.76,2107,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898,NA,NA,9.00806834361652e-07,NA,NA,NA,NA,TRUE,"No",6.7655228972435,4355.2997807138
"11273",12207,7,8,1993,41.47,-70.52,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.74385869503021,0
"11274",12208,7,8,1993,41.47,-70.52,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.74385869503021,0
"11275",12209,17,10,2002,41.47,-70.09,5400,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-07,NA,NA,NA,NA,TRUE,"No",8.10169076919556,12726.8564411009
"11276",12210,21,7,2009,41.48,-69.15,480,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2085,NA,NA,4.34375e-06,NA,NA,NA,NA,TRUE,"No",6.03556352853775,916.987693091984
"11277",12211,10,7,1998,41.48,-65.35,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",5.08962607383728,2770.27916377551
"11278",12212,11,6,2014,41.48166667,-48.27333333,24982.87464,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2481.7,NA,NA,9.93360466223754e-08,NA,NA,NA,NA,TRUE,"No",7.52474200725555,55744.9263140752
"11279",12213,20,7,2005,41.49,-145.17,16739,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.10639823167453e-07,NA,NA,NA,NA,TRUE,"No",5.58957952260971,30389.3425164507
"11280",12214,5,7,1996,41.49,-70.9,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.36419677734375,1069.60250455396
"11281",12215,31,7,2007,41.49,-69.35,1158,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1727,NA,NA,1.49136442141623e-06,NA,NA,NA,NA,TRUE,"No",5.55501025915146,2093.84440048287
"11282",12216,20,7,2005,41.5,-145.36,6479,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.85846581262541e-07,NA,NA,NA,NA,TRUE,"No",5.58957952260971,11762.5037435978
"11283",12217,18,7,2013,41.5,-141.48,25369,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.41899752616882,31935.2374932745
"11284",12218,8,8,1994,41.5,-70.63,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.06687259674072,0
"11285",12219,8,8,1994,41.5,-70.63,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.06687259674072,0
"11286",12220,30,7,2007,41.5,-69.35,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.55501025915146,976.404124577505
"11287",12221,12,7,1994,41.5,-63.55,4860,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.81069958847737e-07,NA,NA,NA,NA,TRUE,"No",5.86347550153732,9106.11047648577
"11288",12222,2,6,2014,41.515,-69.56666667,738.989063,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2706.4,NA,NA,3.66230047981103e-06,NA,NA,NA,NA,TRUE,"No",5.87166583538055,1385.92224064105
"11289",12223,31,8,1993,41.52,-70.81,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.74385869503021,0
"11290",12224,9,7,1998,41.52,-66.42,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.01516318321228,0
"11291",12225,21,7,2000,41.53,-66.15,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.46030783653259,0
"11292",12226,19,7,2005,41.54,-145.39,7019,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.63855250035618e-07,NA,NA,NA,NA,TRUE,"No",5.58957952260971,12742.8636790111
"11293",12227,17,8,1993,41.54,-70.73,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.74385869503021,0
"11294",12228,17,8,1993,41.54,-70.73,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.74385869503021,0
"11295",12229,6,9,1998,41.54,-66.64,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.227463722229,0
"11296",12230,5,7,2006,41.55,-70.32,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.4229856133461,0
"11297",12231,22,7,2014,41.55833333,-11.565,2837.362388,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762.2,NA,NA,6.21069767983405e-07,NA,NA,NA,NA,TRUE,"No",8.41086626052856,6878.53581133502
"11298",12232,17,8,1992,41.56,-65.07,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.24558711051941,0
"11299",12233,17,8,1992,41.56,-65.07,945,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3176,NA,NA,3.36084656084656e-06,NA,NA,NA,NA,TRUE,"No",6.24558711051941,1847.77405647154
"11300",12234,10,6,2014,41.56,-49.15333333,3577.817531,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1397.5,NA,NA,3.90601250033396e-07,NA,NA,NA,NA,TRUE,"No",7.23128497600555,7755.63687041656
"11301",12235,10,8,1993,41.57,-69.4,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.69356572628021,0
"11302",12236,10,8,1993,41.57,-69.4,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.69356572628021,0
"11303",12237,19,7,2005,41.58,-145.47,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA,TRUE,"No",5.58957952260971,7842.87948330648
"11304",12238,25,6,1999,41.58,-66.7,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.0891347527504,0
"11305",12239,17,5,1992,41.58,-66.63,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.09449142217636,0
"11306",12240,17,5,1992,41.58,-66.63,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.09449142217636,0
"11307",12241,10,7,2008,41.59,-69.16,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3664,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.41535729169846,0
"11308",12242,26,6,1991,41.6,-69.21,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.14924281835556,1044.73317857877
"11309",12243,26,6,1991,41.6,-69.21,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",6.14924281835556,2089.46635715754
"11310",12244,21,7,1989,41.6,-66.48,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA,TRUE,"No",5.14672046899796,7439.16646360288
"11311",12245,21,7,1989,41.6,-66.48,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA,TRUE,"No",5.14672046899796,7439.16646360288
"11312",12246,22,7,1992,41.6,-56.83,491,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,4.14867617107943e-06,NA,NA,NA,NA,TRUE,"No",7.02824819087982,1042.77317374952
"11313",12247,13,7,2010,41.61,-148.68,10360,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220,NA,NA,2.14285714285714e-07,NA,NA,NA,NA,TRUE,"No",4.84561556577682,13566.1502893529
"11314",12248,12,6,2012,41.61,-69.4,1159,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1726,NA,NA,1.48921484037964e-06,NA,NA,NA,NA,TRUE,"No",5.85847824811935,2170.36761232831
