"","X.1","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size....as.numeric.Mesh.Size.","Corrected","wind","CorrectedConcentration","Latcopy","Basin","OceanScaled","Date","DateFormatted","censored","fitkm2","fitlogkm2","PredictedVals","Residuals"
"2972",3286,4220,20,12,1996,11.53,-66.32,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.94359064102173,0,11.53,"North Atlantic",-0.0723797926016843,6549,1996-12-20,TRUE,438.171818607681,6.082611113381,7.46266472697108,-1.38005361359008
"2973",3287,4221,15,12,1995,11.53,-63.15,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.28788125514984,0,11.53,"North Atlantic",-0.0704985971866432,6178,1995-12-15,TRUE,27.548145118362,3.31593520550515,7.4636611020425,-4.14772589653735
"2974",3288,4222,12,12,1997,11.53,-62.52,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.32211983203888,0,11.53,"North Atlantic",-0.0738225538280882,6906,1997-12-12,TRUE,28.335272337843,3.34410740093389,7.46190056854899,-4.1177931676151
"2975",3289,4223,14,12,1998,11.54,-67.44,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.05920964479446,0,11.54,"North Atlantic",-0.0739364405015835,7273,1998-12-14,TRUE,234.410152311172,5.45707236867266,7.46184024847723,-2.00476787980457
"2976",3290,4224,12,3,2007,11.55,-148.11,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",9.06050765514374,0,11.55,"North Pacific",-0.0727248161145998,10283,2007-03-12,TRUE,27.3919889209751,3.31025059549718,8.00137805011117,-4.69112745461399
"2977",3291,4225,13,12,1994,11.55,-66.92,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.8522122502327,0,11.55,"North Atlantic",-0.0739364405015835,5811,1994-12-13,TRUE,320.519613581873,5.76994347131159,7.46184024847723,-1.69189677716564
"2978",3292,4226,14,12,1994,11.55,-66.92,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.8522122502327,0,11.55,"North Atlantic",-0.0739364405015835,5812,1994-12-14,TRUE,445.966017985854,6.10024275626041,7.46184024847723,-1.36159749221682
"2979",3293,4227,11,11,1999,11.55,-59.95,1373.71175847921,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,1.68093385214008e-06,NA,NA,NA,NA,TRUE,"No",5.43010002374649,1373.71175847921,11.55,"North Atlantic",-0.0665605966465495,7605,1999-11-11,FALSE,1373.71175847921,7.22527166800859,7.46574686386076,-0.240475195852175
"2980",3294,4228,6,11,2009,11.57,-136.84,2250.86663752056,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758,NA,NA,3.0896309314587e-06,NA,NA,NA,NA,TRUE,"No",8.52841430902481,2250.86663752056,11.57,"North Pacific",-0.0725574086054257,11253,2009-11-06,FALSE,2250.86663752056,7.71907059327004,8.00146671749128,-0.282396124221232
"2981",3295,4229,15,12,1999,11.57,-67.16,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.06711053848267,0,11.57,"North Atlantic",-0.0739364405015835,7639,1999-12-15,TRUE,41.1349902162046,3.71685910277486,7.46184024847723,-3.74498114570237
"2982",3296,4230,11,3,2009,11.58,-147.78,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.70810765028,0,11.58,"North Pacific",-0.0727248161145998,11013,2009-03-11,TRUE,599.025305936678,6.39530384419582,8.00137805011117,-1.60607420591535
"2983",3297,4231,5,11,2005,11.58,-62.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.33844166994095,0,11.58,"North Atlantic",-0.0738225538280882,9791,2005-11-05,TRUE,562.668974548126,6.33269148816444,7.46190056854899,-1.12920908038455
"2984",3298,4232,22,4,2004,11.59,-162.45,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.83355516195297,0,11.59,"North Pacific",-0.0722698595070099,9229,2004-04-22,TRUE,61.4821199815774,4.11874640053486,8.001619017859,-3.88287261732414
"2985",3299,4233,13,12,1998,11.6,-66.75,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.05920964479446,0,11.6,"North Atlantic",-0.0723797926016843,7272,1998-12-13,TRUE,36.5614628840896,3.5989947590264,7.46266472697108,-3.86366996794468
"2986",3300,4234,11,12,1993,11.6,-63.87,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.46941393613815,0,11.6,"North Atlantic",-0.0728205281272471,5444,1993-12-11,TRUE,42.4841111778884,3.74913015139138,7.46243129141875,-3.71330114002736
"2987",3301,4235,17,12,2003,11.6,-62.91,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.58324778079987,0,11.6,"North Atlantic",-0.0704985971866432,9102,2003-12-17,TRUE,285.827855706223,5.65538972647835,7.4636611020425,-1.80827137556415
"2988",3302,4236,12,12,1996,11.6,-61.65,2867.09005918082,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,1.38289205702648e-06,NA,NA,NA,NA,TRUE,"No",6.20408868789673,2867.09005918082,11.6,"North Atlantic",-0.0716236559000426,6541,1996-12-12,FALSE,2867.09005918082,7.96105287773072,7.46306521474289,0.497987662987836
"2989",3303,4237,24,4,2014,11.62,-146.43,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",9.21673500537872,0,11.62,"North Pacific",-0.0731070150701588,12883,2014-04-24,TRUE,385.797700345462,5.95531313971115,8.00117561845065,-2.0458624787395
"2990",3304,4238,15,12,2002,11.63,-118.72,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.43308025598526,0,11.63,"North Pacific",-0.0720037895532325,8735,2002-12-15,TRUE,63.8102850406762,4.15591438489232,8.00175994179868,-3.84584555690636
"2991",3305,4239,19,12,1995,11.63,-68.1,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.76957070827484,0,11.63,"North Atlantic",-0.0739172626938706,6182,1995-12-19,TRUE,706.398396923695,6.56017937992661,7.46185040600227,-0.901671026075659
"2992",3306,4240,13,12,1998,11.63,-67.15,3451.35711277126,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",7.05920964479446,3451.35711277126,11.63,"North Atlantic",-0.0739364405015835,7272,1998-12-13,FALSE,3451.35711277126,8.14652279869793,7.46184024847723,0.684682550220701
"2993",3307,4241,8,12,1998,11.63,-63.42,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.09924870729446,0,11.63,"North Atlantic",-0.0704985971866432,7267,1998-12-08,TRUE,61.5615740219641,4.1200378775516,7.4636611020425,-3.3436232244909
"2994",3308,4242,9,12,1994,11.63,-62.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.4549954533577,0,11.63,"North Atlantic",-0.0738225538280882,5807,1994-12-09,TRUE,29.5628549141419,3.38651867173246,7.46190056854899,-4.07538189681654
"2995",3309,4243,19,10,2011,11.68,-130.16,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.88527381420135,0,11.68,"North Pacific",-0.0705892934649656,11965,2011-10-19,TRUE,50.2862634903562,3.91773194816636,8.00250912959156,-4.0847771814252
"2996",3310,4244,4,11,2005,11.68,-60.09,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.25982838869095,0,11.68,"North Atlantic",-0.0665605966465495,9790,2005-11-04,TRUE,119.366401994045,4.78219777102618,7.46574686386076,-2.68354909283458
"2997",3311,4245,10,11,1999,11.68,-59.55,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.60734611749649,0,11.68,"North Atlantic",-0.0700995217602968,7604,1999-11-10,TRUE,417.826391663593,6.03506601530263,7.46387247232506,-1.42880645702243
"2998",3312,4246,1,11,2009,11.69,-132.84,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.23959594964981,0,11.69,"North Pacific",-0.0673005649810732,11248,2009-11-01,TRUE,76.4877808651283,4.33713100082151,8.00425100449292,-3.66712000367141
"2999",3313,4247,17,11,1995,11.7,-61.27,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.13338178396225,0,11.7,"North Atlantic",-0.0716236559000426,6150,1995-11-17,TRUE,37.3447961402801,3.6201935749718,7.46306521474289,-3.84287163977109
"3000",3314,4248,25,10,2011,11.71,-137.65,1299.50782534839,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2860,NA,NA,4.09155937052933e-06,NA,NA,NA,NA,TRUE,"No",5.79494178295135,1299.50782534839,11.71,"North Pacific",-0.0717794387073108,11971,2011-10-25,FALSE,1299.50782534839,7.16974087587826,8.00187876921466,-0.832137893336405
"3001",3315,4249,14,12,1994,11.72,-67.75,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.9029935002327,0,11.72,"North Atlantic",-0.0739364405015835,5812,1994-12-14,TRUE,428.965114792865,6.06137559812242,7.46184024847723,-1.40046465035481
"3002",3316,4250,14,12,1994,11.72,-67.75,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2129,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.9029935002327,0,11.72,"North Atlantic",-0.0739364405015835,5812,1994-12-14,TRUE,379.689316956441,5.9393533313572,7.46184024847723,-1.52248691712003
"3003",3317,4251,9,11,1992,11.72,-61.9,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.50612258911133,0,11.72,"North Atlantic",-0.0738225538280882,5047,1992-11-09,TRUE,565.338944896348,6.3374254537483,7.46190056854899,-1.12447511480069
"3004",3318,4252,9,11,1992,11.72,-61.9,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.50612258911133,0,11.72,"North Atlantic",-0.0738225538280882,5047,1992-11-09,TRUE,420.813551689814,6.042189865491,7.46190056854899,-1.41971070305799
"3005",3319,4253,14,11,1995,11.72,-61.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.13338178396225,0,11.72,"North Atlantic",-0.0716236559000426,6147,1995-11-14,TRUE,180.801038669983,5.19739719279768,7.46306521474289,-2.26566802194521
"3006",3320,4254,6,11,1991,11.75,-59.38,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.58971130847931,0,11.75,"North Atlantic",-0.0700995217602968,4678,1991-11-06,TRUE,362.886587223202,5.89409035355583,7.46387247232506,-1.56978211876923
"3007",3321,4255,6,12,2000,11.76,-64.91,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.47892546653748,0,11.76,"North Atlantic",-0.0720074480888578,7996,2000-12-06,TRUE,147.442286954957,4.99343682433023,7.46286193922644,-2.4694251148962
"3008",3322,4256,6,12,2000,11.76,-64.91,1317.13247337824,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",8.47892546653748,1317.13247337824,11.76,"North Atlantic",-0.0720074480888578,7996,2000-12-06,FALSE,1317.13247337824,7.18321228391194,7.46286193922644,-0.279649655314497
"3009",3323,4257,13,12,1998,11.78,-67.35,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.05920964479446,0,11.78,"North Atlantic",-0.0739364405015835,7272,1998-12-13,TRUE,45.5873460157122,3.81963017835475,7.46184024847723,-3.64221007012248
"3010",3324,4258,10,12,1994,11.78,-62.95,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.4623196721077,0,11.78,"North Atlantic",-0.0704985971866432,5808,1994-12-10,TRUE,330.790845538308,5.80148628906138,7.4636611020425,-1.66217481298113
"3011",3325,4259,10,12,1994,11.78,-62.95,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.4623196721077,0,11.78,"North Atlantic",-0.0704985971866432,5808,1994-12-10,TRUE,621.864385536911,6.43272203928383,7.4636611020425,-1.03093906275867
"3012",3326,4260,14,11,1995,11.78,-60.42,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.09358686208725,0,11.78,"North Atlantic",-0.0665605966465495,6147,1995-11-14,TRUE,83.5360272112088,4.42527800241044,7.46574686386076,-3.04046886145032
"3013",3327,4261,14,11,1995,11.78,-60.42,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.09358686208725,0,11.78,"North Atlantic",-0.0665605966465495,6147,1995-11-14,TRUE,330.296020359441,5.79998928376055,7.46574686386076,-1.66575758010021
"3014",3328,4262,9,11,1999,11.78,-59.63,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.60734611749649,0,11.78,"North Atlantic",-0.0700995217602968,7603,1999-11-09,TRUE,14.8109683600508,2.6953680116959,7.46387247232506,-4.76850446062916
"3015",3329,4263,12,12,1998,11.79,-62.27,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.94275456666946,0,11.79,"North Atlantic",-0.0738225538280882,7271,1998-12-12,TRUE,315.477557941982,5.75408754773015,7.46190056854899,-1.70781302081884
"3016",3330,4264,14,4,2002,11.8,-166.41,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.51516395807266,0,11.8,"North Pacific",-0.0705805601863763,8490,2002-04-14,TRUE,58.0440040810656,4.06120141393871,8.00251375517219,-3.94131234123349
"3017",3331,4265,19,12,2003,11.8,-64.76,3213.1118232161,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1324,NA,NA,8.76240900066181e-07,NA,NA,NA,NA,TRUE,"No",7.04076731204987,3213.1118232161,11.8,"North Atlantic",-0.0728205281272471,9104,2003-12-19,FALSE,3213.1118232161,8.07499516187659,7.46243129141875,0.612563870457844
"3018",3332,4266,9,12,1993,11.8,-61.38,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.33684557676315,0,11.8,"North Atlantic",-0.0716236559000426,5442,1993-12-09,TRUE,9.90236440401678,2.29277355731408,7.46306521474289,-5.17029165742881
"3019",3333,4267,9,12,1993,11.8,-61.38,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.33684557676315,0,11.8,"North Atlantic",-0.0716236559000426,5442,1993-12-09,TRUE,315.238998296085,5.75333107588899,7.46306521474289,-1.70973413885389
"3020",3334,4268,19,12,2003,11.81,-65.99,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.05321848392487,0,11.81,"North Atlantic",-0.0723797926016843,9104,2003-12-19,TRUE,608.317601493587,6.41069711645561,7.46266472697108,-1.05196761051548
"3021",3335,4269,20,12,2003,11.82,-66.38,1123.04779634887,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.82421457767487,1123.04779634887,11.82,"North Atlantic",-0.0723797926016843,9105,2003-12-20,FALSE,1123.04779634887,7.02380151514072,7.46266472697108,-0.438863211830358
"3022",3336,4270,19,12,2003,11.82,-65.13,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.04076731204987,0,11.82,"North Atlantic",-0.0720074480888578,9104,2003-12-19,TRUE,41.8388132423026,3.73382445516469,7.46286193922644,-3.72903748406175
"3023",3337,4271,19,12,1995,11.83,-68.03,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.76957070827484,0,11.83,"North Atlantic",-0.0739172626938706,6182,1995-12-19,TRUE,20.9320437351798,3.04128117790104,7.46185040600227,-4.42056922810122
"3024",3338,4272,10,12,1991,11.83,-68.02,1279.23469978464,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",8.15732771158218,1279.23469978464,11.83,"North Atlantic",-0.0739172626938706,4712,1991-12-10,FALSE,1279.23469978464,7.15401728731244,7.46185040600227,-0.307833118689829
"3025",3339,4273,10,12,1991,11.83,-68.02,2558.46939956928,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",8.15732771158218,2558.46939956928,11.83,"North Atlantic",-0.0739172626938706,4712,1991-12-10,FALSE,2558.46939956928,7.84716446787238,7.46185040600227,0.385314061870116
"3026",3340,4274,31,10,1986,11.83,-60.83,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.59347093105316,0,11.83,"North Atlantic",-0.0665605966465495,2846,1986-10-31,TRUE,580.411001794525,6.36373647636884,7.46574686386076,-1.10201038749192
"3027",3341,4275,2,11,2007,11.83,-57.87,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1897,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.40432769060135,0,11.83,"North Atlantic",-0.0719307368580061,10518,2007-11-02,TRUE,175.16805586571,5.16574583234462,7.46290256932659,-2.29715673698196
"3028",3342,4276,2,11,2007,11.85,-57.85,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.40432769060135,0,11.85,"North Atlantic",-0.0719307368580061,10518,2007-11-02,TRUE,93.0899870844826,4.53356662838612,7.46290256932659,-2.92933594094046
"3029",3343,4277,16,12,1998,11.86,-67.63,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.96668034791946,0,11.86,"North Atlantic",-0.0739364405015835,7275,1998-12-16,TRUE,113.26538160251,4.72973357503017,7.46184024847723,-2.73210667344706
"3030",3344,4278,19,12,1995,11.87,-68.03,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.76957070827484,0,11.87,"North Atlantic",-0.0739172626938706,6182,1995-12-19,TRUE,95.657060974638,4.56076951411968,7.46185040600227,-2.90108089188258
"3031",3345,4279,11,12,1997,11.87,-64.02,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.96323311328888,0,11.87,"North Atlantic",-0.0728205281272471,6905,1997-12-11,TRUE,30.4863858796314,3.41728021936078,7.46243129141875,-4.04515107205797
"3032",3346,4280,17,11,1995,11.87,-61.33,1490.96222100218,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,1.67875647668394e-06,NA,NA,NA,NA,TRUE,"No",6.13338178396225,1490.96222100218,11.87,"North Atlantic",-0.0716236559000426,6150,1995-11-17,FALSE,1490.96222100218,7.30717697641702,7.46306521474289,-0.155888238325869
"3033",3347,4281,17,11,1995,11.87,-61.33,3474.40548650638,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,NA,NA,9.27181767648694e-07,NA,NA,NA,NA,TRUE,"No",6.13338178396225,3474.40548650638,11.87,"North Atlantic",-0.0716236559000426,6150,1995-11-17,FALSE,3474.40548650638,8.15317866034278,7.46306521474289,0.690113445599889
"3034",3348,4282,17,11,1995,11.87,-61.33,5214.50517708018,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,TRUE,"No",6.13338178396225,5214.50517708018,11.87,"North Atlantic",-0.0716236559000426,6150,1995-11-17,FALSE,5214.50517708018,8.55919947838467,7.46306521474289,1.09613426364178
